Device Name,Device ID,Positioning Type,Speed,Alert Starting Time,Alert Ending Time,Alert Duration,Alert Type,Coordinates,SUMMARY,Source_File,Speed_kmh,Duration_seconds,Hour,DayOfWeek,Longitude,Latitude
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,54 km/h,5/4/2026 17:13,5/4/2026 17:14,21 s,Seatbelt Detection,36.534398/-1.000033,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,54,21,17,Monday,36.534398,-1.000033
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,66 km/h,5/4/2026 17:03,5/4/2026 17:04,21 s,Seatbelt Detection,36.449454/-1.029199,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,66,21,17,Monday,36.449454,-1.029199
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,69 km/h,5/4/2026 17:00,5/4/2026 17:00,21 s,Seatbelt Detection,36.419309/-1.033155,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,69,21,17,Monday,36.419309,-1.033155
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,74 km/h,5/4/2026 16:46,5/4/2026 16:47,21 s,Seatbelt Detection,36.310421/-1.072234,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,74,21,16,Monday,36.310421,-1.072234
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,71 km/h,5/4/2026 16:46,5/4/2026 16:46,21 s,Seatbelt Detection,36.303816/-1.078593,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,71,21,16,Monday,36.303816,-1.078593
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,63 km/h,5/4/2026 16:15,5/4/2026 16:16,21 s,Seatbelt Detection,36.062701/-1.103684,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,63,21,16,Monday,36.062701,-1.103684
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,41 km/h,5/4/2026 15:48,5/4/2026 15:48,21 s,Seatbelt Detection,35.893609/-1.093079,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,41,21,15,Monday,35.893609,-1.093079
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,42 km/h,5/4/2026 15:47,5/4/2026 15:47,21 s,Seatbelt Detection,35.890021/-1.092201,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,42,21,15,Monday,35.890021,-1.092201
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,67 km/h,5/4/2026 14:24,5/4/2026 14:25,21 s,Seatbelt Detection,35.81148/-1.082509,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,67,21,14,Monday,35.81148,-1.082509
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,67 km/h,5/4/2026 14:20,5/4/2026 14:21,21 s,Seatbelt Detection,35.773804/-1.073927,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,67,21,14,Monday,35.773804,-1.073927
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,58 km/h,5/4/2026 14:07,5/4/2026 14:07,21 s,Seatbelt Detection,35.715569/-1.038844,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,58,21,14,Monday,35.715569,-1.038844
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,59 km/h,5/4/2026 13:44,5/4/2026 13:44,21 s,Seatbelt Detection,35.512963/-0.976723,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,59,21,13,Monday,35.512963,-0.976723
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,38 km/h,5/4/2026 13:40,5/4/2026 13:40,21 s,Seatbelt Detection,35.488768/-0.970562,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,38,21,13,Monday,35.488768,-0.970562
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,63 km/h,5/4/2026 12:43,5/4/2026 12:43,21 s,Seatbelt Detection,35.42535/-0.946754,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,63,21,12,Monday,35.42535,-0.946754
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,60 km/h,5/4/2026 12:36,5/4/2026 12:36,21 s,Seatbelt Detection,35.40437/-0.895662,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,60,21,12,Monday,35.40437,-0.895662
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,43 km/h,5/4/2026 11:40,5/4/2026 11:40,21 s,Seatbelt Detection,35.362384/-0.840364,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,43,21,11,Monday,35.362384,-0.840364
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,42 km/h,5/4/2026 11:39,5/4/2026 11:40,21 s,Seatbelt Detection,35.36013/-0.840179,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,42,21,11,Monday,35.36013,-0.840179
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,54 km/h,5/4/2026 11:36,5/4/2026 11:36,21 s,Seatbelt Detection,35.339876/-0.823594,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,54,21,11,Monday,35.339876,-0.823594
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,68 km/h,5/4/2026 11:27,5/4/2026 11:27,21 s,Seatbelt Detection,35.330251/-0.781485,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,68,21,11,Monday,35.330251,-0.781485
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,26 km/h,5/4/2026 11:23,5/4/2026 11:23,21 s,Seatbelt Detection,35.300998/-0.78619,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,26,21,11,Monday,35.300998,-0.78619
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,59 km/h,5/4/2026 11:16,5/4/2026 11:16,21 s,Seatbelt Detection,35.245541/-0.765879,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,59,21,11,Monday,35.245541,-0.765879
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,65 km/h,5/4/2026 11:15,5/4/2026 11:16,21 s,Seatbelt Detection,35.243546/-0.763398,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,65,21,11,Monday,35.243546,-0.763398
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,64 km/h,5/4/2026 11:05,5/4/2026 11:05,21 s,Seatbelt Detection,35.204035/-0.746957,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,64,21,11,Monday,35.204035,-0.746957
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,64 km/h,5/4/2026 11:01,5/4/2026 11:02,21 s,Seatbelt Detection,35.179609/-0.742341,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,64,21,11,Monday,35.179609,-0.742341
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,61 km/h,5/4/2026 11:00,5/4/2026 11:00,21 s,Seatbelt Detection,35.165835/-0.736487,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,61,21,11,Monday,35.165835,-0.736487
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,63 km/h,5/4/2026 10:58,5/4/2026 10:59,21 s,Seatbelt Detection,35.158899/-0.724536,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,63,21,10,Monday,35.158899,-0.724536
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,57 km/h,5/4/2026 10:58,5/4/2026 10:58,21 s,Seatbelt Detection,35.15813/-0.721624,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,57,21,10,Monday,35.15813,-0.721624
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,34 km/h,5/4/2026 9:39,5/4/2026 9:39,21 s,Seatbelt Detection,35.152415/-0.710949,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,34,21,9,Monday,35.152415,-0.710949
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,39 km/h,5/4/2026 9:25,5/4/2026 9:26,21 s,Seatbelt Detection,35.086606/-0.690826,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,39,21,9,Monday,35.086606,-0.690826
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,40 km/h,5/4/2026 9:22,5/4/2026 9:22,21 s,Seatbelt Detection,35.067088/-0.694977,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,40,21,9,Monday,35.067088,-0.694977
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,65 km/h,5/4/2026 9:10,5/4/2026 9:10,21 s,Seatbelt Detection,34.981763/-0.770659,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,65,21,9,Monday,34.981763,-0.770659
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,55 km/h,5/4/2026 8:57,5/4/2026 8:57,21 s,Seatbelt Detection,34.90832/-0.757641,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,55,21,8,Monday,34.90832,-0.757641
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,40 km/h,5/4/2026 8:32,5/4/2026 8:32,21 s,Seatbelt Detection,34.779895/-0.6846,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,40,21,8,Monday,34.779895,-0.6846
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,34 km/h,5/4/2026 8:28,5/4/2026 8:29,21 s,Seatbelt Detection,34.774269/-0.674604,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,34,21,8,Monday,34.774269,-0.674604
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,34 km/h,5/4/2026 8:23,5/4/2026 8:24,21 s,Seatbelt Detection,34.766662/-0.665703,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,34,21,8,Monday,34.766662,-0.665703
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,50 km/h,5/4/2026 8:16,5/4/2026 8:16,21 s,Seatbelt Detection,34.756312/-0.664469,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,50,21,8,Monday,34.756312,-0.664469
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,62 km/h,5/4/2026 7:53,5/4/2026 7:53,21 s,Seatbelt Detection,34.636423/-0.629299,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,62,21,7,Monday,34.636423,-0.629299
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,61 km/h,5/4/2026 7:50,5/4/2026 7:50,21 s,Seatbelt Detection,34.611607/-0.620557,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,61,21,7,Monday,34.611607,-0.620557
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,40 km/h,5/4/2026 7:47,5/4/2026 7:47,21 s,Seatbelt Detection,34.593505/-0.603243,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,40,21,7,Monday,34.593505,-0.603243
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,48 km/h,5/4/2026 7:41,5/4/2026 7:41,21 s,Seatbelt Detection,34.561771/-0.599343,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,48,21,7,Monday,34.561771,-0.599343
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,37 km/h,5/4/2026 7:41,5/4/2026 7:41,21 s,Seatbelt Detection,34.559081/-0.599334,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,37,21,7,Monday,34.559081,-0.599334
KCG 864S - Mitsubishi FH,2.91072E+11,GPS,65 km/h,5/4/2026 7:36,5/4/2026 7:36,21 s,Seatbelt Detection,34.525687/-0.60168,Invalid,KCG 864S -  04.05.2026-10.05.2026.xlsx,65,21,7,Monday,34.525687,-0.60168
KCV 947X - Probox,2.91073E+11,GPS,43 km/h,5/9/2026 23:57,5/9/2026 23:57,21 s,Seatbelt Detection,36.720534/-1.254479,Invalid,KCV 947X - 04.05.2026-10.05.2026.xlsx,43,21,23,Saturday,36.720534,-1.254479
KCV 947X - Probox,2.91073E+11,GPS,48 km/h,5/7/2026 13:33,5/7/2026 13:34,21 s,Seatbelt Detection,36.835342/-1.175728,Invalid,KCV 947X - 04.05.2026-10.05.2026.xlsx,48,21,13,Thursday,36.835342,-1.175728
KCV 947X - Probox,2.91073E+11,GPS,42 km/h,5/5/2026 14:42,5/5/2026 14:43,21 s,Seatbelt Detection,36.677811/-1.26745,Invalid,KCV 947X - 04.05.2026-10.05.2026.xlsx,42,21,14,Tuesday,36.677811,-1.26745
KCZ 474B - Toyota Probox,2.91072E+11,GPS,65 km/h,5/10/2026 9:23,5/10/2026 9:23,21 s,Seatbelt Detection,34.763579/-0.106435,Invalid,KCZ 474B - 04.05.2026-10.05.2026.xlsx,65,21,9,Sunday,34.763579,-0.106435
KCZ 474B - Toyota Probox,2.91072E+11,GPS,54 km/h,5/9/2026 21:29,5/9/2026 21:29,21 s,Seatbelt Detection,34.661145/-0.072503,Invalid,KCZ 474B - 04.05.2026-10.05.2026.xlsx,54,21,21,Saturday,34.661145,-0.072503
KCZ 474B - Toyota Probox,2.91072E+11,GPS,31 km/h,5/9/2026 17:44,5/9/2026 17:44,21 s,No Driver detected,34.652209/0.147874,Sun rays,KCZ 474B - 04.05.2026-10.05.2026.xlsx,31,21,17,Saturday,34.652209,0.147874
KCZ 474B - Toyota Probox,2.91072E+11,GPS,91 km/h,5/8/2026 18:37,5/8/2026 18:37,21 s,High-Speed Warning,34.745169/0.165191,Within limit,KCZ 474B - 04.05.2026-10.05.2026.xlsx,91,21,18,Friday,34.745169,0.165191
KCZ 474B - Toyota Probox,2.91072E+11,GPS,44 km/h,5/7/2026 21:48,5/7/2026 21:48,21 s,Seatbelt Detection,34.76615/-0.089666,Invalid,KCZ 474B - 04.05.2026-10.05.2026.xlsx,44,21,21,Thursday,34.76615,-0.089666
KCZ 474B - Toyota Probox,2.91072E+11,GPS,50 km/h,5/6/2026 21:07,5/6/2026 21:07,21 s,Seatbelt Detection,34.625759/-0.039331,Invalid,KCZ 474B - 04.05.2026-10.05.2026.xlsx,50,21,21,Wednesday,34.625759,-0.039331
KDD 804D - Probox,2.91072E+11,GPS,41 km/h,5/8/2026 8:00,5/8/2026 8:00,21 s,Seatbelt Detection,36.915204/-1.312948,Invalid,KDD 804D - 04.05.2026-10.05.2026.xlsx,41,21,8,Friday,36.915204,-1.312948
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,65 km/h,5/10/2026 15:04,5/10/2026 15:04,21 s,Fatigue Warning,34.57892/-0.977837,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,65,21,15,Sunday,34.57892,-0.977837
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,54 km/h,5/9/2026 19:51,5/9/2026 19:51,21 s,Seatbelt Detection,34.591902/-0.814773,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,54,21,19,Saturday,34.591902,-0.814773
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,31 km/h,5/9/2026 1:59,5/9/2026 1:59,21 s,Fatigue Warning,34.776231/-0.685425,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,31,21,1,Saturday,34.776231,-0.685425
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,66 km/h,5/9/2026 1:43,5/9/2026 1:43,21 s,Fatigue Warning,34.700391/-0.682309,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,66,21,1,Saturday,34.700391,-0.682309
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,65 km/h,5/9/2026 0:55,5/9/2026 0:55,21 s,Fatigue Warning,34.521511/-0.935983,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,65,21,0,Saturday,34.521511,-0.935983
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,73 km/h,5/8/2026 22:53,5/8/2026 22:53,21 s,Fatigue Warning,34.647472/-0.719926,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,73,21,22,Friday,34.647472,-0.719926
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,66 km/h,5/8/2026 16:31,5/8/2026 16:31,21 s,Fatigue Warning,34.535667/-0.575644,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,66,21,16,Friday,34.535667,-0.575644
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,44 km/h,5/7/2026 19:51,5/7/2026 19:52,21 s,Fatigue Warning,34.770164/-0.698108,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,44,21,19,Thursday,34.770164,-0.698108
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,47 km/h,5/7/2026 15:56,5/7/2026 15:56,21 s,Fatigue Warning,34.773677/-0.695287,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,47,21,15,Thursday,34.773677,-0.695287
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,56 km/h,5/6/2026 17:05,5/6/2026 17:05,21 s,Fatigue Warning,34.858405/-0.953493,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,56,21,17,Wednesday,34.858405,-0.953493
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,53 km/h,5/6/2026 17:00,5/6/2026 17:00,21 s,Fatigue Warning,34.868648/-0.990588,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,53,21,17,Wednesday,34.868648,-0.990588
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,63 km/h,5/6/2026 16:28,5/6/2026 16:28,21 s,Fatigue Warning,34.831534/-1.174569,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,63,21,16,Wednesday,34.831534,-1.174569
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,56 km/h,5/6/2026 13:32,5/6/2026 13:33,21 s,Seatbelt Detection,34.843448/-1.150713,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,56,21,13,Wednesday,34.843448,-1.150713
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,36 km/h,5/6/2026 13:01,5/6/2026 13:01,21 s,Fatigue Warning,34.84077/-0.931926,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,36,21,13,Wednesday,34.84077,-0.931926
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,51 km/h,5/6/2026 12:19,5/6/2026 12:19,21 s,Seatbelt Detection,34.782769/-0.734314,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,51,21,12,Wednesday,34.782769,-0.734314
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,37 km/h,5/6/2026 10:16,5/6/2026 10:17,21 s,Seatbelt Detection,34.708804/-0.678543,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,37,21,10,Wednesday,34.708804,-0.678543
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,47 km/h,5/6/2026 9:57,5/6/2026 9:58,21 s,Seatbelt Detection,34.581478/-0.599225,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,47,21,9,Wednesday,34.581478,-0.599225
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,34 km/h,5/6/2026 9:51,5/6/2026 9:51,21 s,Seatbelt Detection,34.532551/-0.597298,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,34,21,9,Wednesday,34.532551,-0.597298
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,28 km/h,5/6/2026 9:49,5/6/2026 9:49,21 s,Seatbelt Detection,34.520794/-0.604432,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,28,21,9,Wednesday,34.520794,-0.604432
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,41 km/h,5/6/2026 9:48,5/6/2026 9:48,21 s,Seatbelt Detection,34.51682/-0.602984,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,41,21,9,Wednesday,34.51682,-0.602984
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,36 km/h,5/6/2026 9:46,5/6/2026 9:46,21 s,Seatbelt Detection,34.510483/-0.595167,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,36,21,9,Wednesday,34.510483,-0.595167
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,76 km/h,5/5/2026 16:18,5/5/2026 16:19,21 s,Seatbelt Detection,34.449186/-0.648062,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,76,21,16,Tuesday,34.449186,-0.648062
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,79 km/h,5/5/2026 16:13,5/5/2026 16:13,21 s,Fatigue Warning,34.494751/-0.63067,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,79,21,16,Tuesday,34.494751,-0.63067
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,66 km/h,5/5/2026 4:32,5/5/2026 4:32,21 s,Seatbelt Detection,34.457434/-0.558219,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,66,21,4,Tuesday,34.457434,-0.558219
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,70 km/h,5/4/2026 1:23,5/4/2026 1:23,21 s,Fatigue Warning,34.692118/-0.673229,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,70,21,1,Monday,34.692118,-0.673229
KDP 563U - Isuzu Dmax p/up,2.91072E+11,GPS,70 km/h,5/4/2026 1:11,5/4/2026 1:12,21 s,Fatigue Warning,34.612803/-0.621073,Invalid,KDN 563U - 04.05.2026-10.05.2026.xlsx,70,21,1,Monday,34.612803,-0.621073
KDP 967Z - Probox,2.91072E+11,GPS,38 km/h,5/9/2026 18:03,5/9/2026 18:03,21 s,Seatbelt Detection,37.139962/-0.819367,Invalid,KDP 967Z -  04.05.2026-10.05.2026.xlsx,38,21,18,Saturday,37.139962,-0.819367
KDP 967Z - Probox,2.91072E+11,GPS,96 km/h,5/9/2026 17:09,5/9/2026 17:09,21 s,High-Speed Warning,36.94258/-1.176213,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,96,21,17,Saturday,36.94258,-1.176213
KDP 967Z - Probox,2.91072E+11,GPS,91 km/h,5/9/2026 11:14,5/9/2026 11:14,21 s,High-Speed Warning,36.922354/-1.197936,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,91,21,11,Saturday,36.922354,-1.197936
KDP 967Z - Probox,2.91072E+11,GPS,75 km/h,5/9/2026 3:04,5/9/2026 3:04,21 s,Seatbelt Detection,37.141178/-0.783265,Invalid,KDP 967Z -  04.05.2026-10.05.2026.xlsx,75,21,3,Saturday,37.141178,-0.783265
KDP 967Z - Probox,2.91072E+11,GPS,32 km/h,5/9/2026 2:54,5/9/2026 2:55,21 s,No Driver detected,37.141441/-0.857092,Valid Camera slanted,KDP 967Z -  04.05.2026-10.05.2026.xlsx,32,21,2,Saturday,37.141441,-0.857092
KDP 967Z - Probox,2.91072E+11,GPS,71 km/h,5/9/2026 2:46,5/9/2026 2:47,21 s,Seatbelt Detection,37.126084/-0.927339,Invalid,KDP 967Z -  04.05.2026-10.05.2026.xlsx,71,21,2,Saturday,37.126084,-0.927339
KDP 967Z - Probox,2.91072E+11,GPS,91 km/h,5/6/2026 18:08,5/6/2026 18:08,21 s,High-Speed Warning,37.050533/-1.068644,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,91,21,18,Wednesday,37.050533,-1.068644
KDP 967Z - Probox,2.91072E+11,GPS,48 km/h,5/6/2026 10:09,5/6/2026 10:10,21 s,Seatbelt Detection,37.463502/-0.49554,Invalid,KDP 967Z -  04.05.2026-10.05.2026.xlsx,48,21,10,Wednesday,37.463502,-0.49554
KDP 967Z - Probox,2.91072E+11,GPS,45 km/h,5/6/2026 10:08,5/6/2026 10:09,21 s,Seatbelt Detection,37.460582/-0.502569,Invalid,KDP 967Z -  04.05.2026-10.05.2026.xlsx,45,21,10,Wednesday,37.460582,-0.502569
KDP 967Z - Probox,2.91072E+11,GPS,41 km/h,5/6/2026 10:08,5/6/2026 10:08,21 s,Seatbelt Detection,37.46019/-0.505099,Invalid,KDP 967Z -  04.05.2026-10.05.2026.xlsx,41,21,10,Wednesday,37.46019,-0.505099
KDP 967Z - Probox,2.91072E+11,GPS,90 km/h,5/5/2026 10:52,5/5/2026 10:52,21 s,High-Speed Warning,36.887361/-1.300168,Within limit,KDP 967Z -  04.05.2026-10.05.2026.xlsx,90,21,10,Tuesday,36.887361,-1.300168
KDS 789W - Fuso,2.91072E+11,GPS,70 km/h,5/8/2026 9:14,5/8/2026 9:15,21 s,High-Speed Warning,35.63354/-1.003669,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,70,21,9,Friday,35.63354,-1.003669
KDS 789W - Fuso,2.91072E+11,GPS,71 km/h,5/7/2026 15:16,5/7/2026 15:17,21 s,High-Speed Warning,35.311583/-0.660794,Within limit,KDS 789W - 04.05.2026-10.05.2026.xlsx,71,21,15,Thursday,35.311583,-0.660794
KDV 176A - Probox,2.91079E+11,GPS,55 km/h,5/10/2026 19:00,5/10/2026 19:00,21 s,Seatbelt Detection,36.98494/-1.264933,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,55,21,19,Sunday,36.98494,-1.264933
KDV 176A - Probox,2.91079E+11,GPS,50 km/h,5/10/2026 18:29,5/10/2026 18:30,21 s,Seatbelt Detection,37.141791/-1.277931,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,50,21,18,Sunday,37.141791,-1.277931
KDV 176A - Probox,2.91079E+11,GPS,62 km/h,5/10/2026 18:28,5/10/2026 18:28,21 s,Seatbelt Detection,37.152448/-1.280512,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,62,21,18,Sunday,37.152448,-1.280512
KDV 176A - Probox,2.91079E+11,GPS,63 km/h,5/10/2026 18:28,5/10/2026 18:28,21 s,Fatigue Warning,37.155331/-1.281095,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,63,21,18,Sunday,37.155331,-1.281095
KDV 176A - Probox,2.91079E+11,GPS,30 km/h,5/10/2026 18:24,5/10/2026 18:25,21 s,Seatbelt Detection,37.181644/-1.285804,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,30,21,18,Sunday,37.181644,-1.285804
KDV 176A - Probox,2.91079E+11,GPS,77 km/h,5/10/2026 16:59,5/10/2026 17:00,21 s,High-Speed Warning,37.25987/-1.336999,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,77,21,16,Sunday,37.25987,-1.336999
KDV 176A - Probox,2.91079E+11,GPS,79 km/h,5/10/2026 16:57,5/10/2026 16:58,21 s,High-Speed Warning,37.240776/-1.352669,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,79,21,16,Sunday,37.240776,-1.352669
KDV 176A - Probox,2.91079E+11,GPS,90 km/h,5/10/2026 15:14,5/10/2026 15:14,21 s,Seatbelt Detection,37.054677/-1.488719,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,90,21,15,Sunday,37.054677,-1.488719
KDV 176A - Probox,2.91079E+11,GPS,90 km/h,5/10/2026 15:09,5/10/2026 15:10,21 s,Seatbelt Detection,37.011749/-1.462481,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,90,21,15,Sunday,37.011749,-1.462481
KDV 176A - Probox,2.91079E+11,GPS,75 km/h,5/10/2026 12:23,5/10/2026 12:23,21 s,High-Speed Warning,36.89159/-1.335038,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,75,21,12,Sunday,36.89159,-1.335038
KDV 176A - Probox,2.91079E+11,GPS,76 km/h,5/10/2026 12:17,5/10/2026 12:17,21 s,High-Speed Warning,36.936888/-1.390118,Within Limit,KDV 176A - 04.05.2026-10.05.2026.xlsx,76,21,12,Sunday,36.936888,-1.390118
KDV 176A - Probox,2.91079E+11,GPS,54 km/h,5/9/2026 17:35,5/9/2026 17:36,21 s,Seatbelt Detection,36.883193/-1.335321,Invalid,KDV 176A - 04.05.2026-10.05.2026.xlsx,54,21,17,Saturday,36.883193,-1.335321
